contract,amount_erg,amount_usd,address
 ,0.006,0.008784,3JWycGSPRxYbBJCaPC4BgfF9MGzyzwjPvXbLEzSBLDAnf4jCZzsv1wegPjyvZWws7jCXv77sm6Prt88QShPQTMpMNZuPamcVES5Q9gqCibauuwqip8gVcRUhWaU14uK3TqMPV1WoSaE8pFdaWcSf63XQziMNvxxNuiSUZB3vF8iSgqnuf4zUW1iByV1wKSTCWb4XbJg8SQqeKmuvPbirgztKt5iRgUSCGeHj5YvtYFUwHGDwrWksHvN9MSK1taPKFL8ry2nA3Ndv3x5H2ptemLRXaqSpqpF2Ae2fuaGNq53rvQrj1oxVWFnC2rY6QhEjZ5
 ,0.006,0.008784,3YiKZ6Jw3WzcwgZAvFmHEoRjF7zK9KQiKVcc3y5ULpXsvRFt1NCwuEBHjXop7cXBTvZMaPVgcxH7m12UScqZ6pXbq4DzpHMbqe1rENxw6fVpkyMj1JE4k8SuD56XojL5ttWtj58rfvpMoMZyVYrryWeVCpif6WY86HHS7mVryLRnmDs6yfvj8zTaZAcSGW2TuvrUW9eUuTJPKu23nZvRCEbUnRTiryS4JfXXcjhtBXkfJrnvR4uj53jqpH34REWQZ92jtQgKJHsSTwh996LFqTzgmL1LbXuM7vbLu9SoAf9n667Di3YcNqGxEyNPbApSgYdVv6dPwXRF4PVGGgshnkWuvafogRbCn7MqjpUcty8qMmSVZgGDkAjS9cLrePkdU2iCYWipGMENFNfpp1jXqzcs1L9BuVaCY3cLR25TjMbf1tbkLy245rYhiReHCfiSdHdqHUVD4Vbjp298yERoSBFMTt7Mfsxn28Axs89HNurS3o88JZwcYfCrjFvwRpTAf39g5hEQwDVjUqsSdetpNdahDf12Nu6cvuW2sgpg3Ue51TKd7tVV8CBmhGB2yXHpKcat17iS4jmRx6FhgqFdr9q8cmAYjFUtVmGYiC89zzdi4whhpyddtYo3nfMcNsHZGnpY73NrHJa8Qv9BDVKgY9Qs3f4eDCZ1jxFeTLHBN3Lj4j2bFKGGgjPxHHMZDnGA2miwnXby1tYxC2oYFJs2BJBU1S8y8FHNBrm4XymCXm4bmyXpvKKKHjVGzT2AFiX9LLWVE9u9vEYrUSCZvdUxt2UKk4PT76ZuZJnAA8tXoJmUP6DPzgcPov7h23vmx5
 ,0.006,0.008784,4VDjeeZTHufL4gDUtSvBCXxBHa7E2ozfqBdeS7f9v9wjySSp2y7hBathjYwsWP79ZYakaWiBESPteJsQbfNPU3k2VtEfB5PUPmzwpjdi3t8LcfjWqGvWJaFtzBJR2fzTwhotyQhnfmtN7MYrXAdeKtkeumhe3JsUSTWhCrVXraUFMNGWacpek6SUFrCfog6BcPLhKujU2HBhbGEpo3ftXHFSkRBGMvv37WPbTCUFRWN955dVBDXqZp73qbasSBoFtKnPWYgQB4xDdzJZ3oi23YzhJaTvmFHVmJNa8Bi1jTZaewsVhoiW33kFTkJqzWLiXAAq9SSmKvgDpvTZTDCheZWMDzAtxD5dztLdfERkb8xXuiCUN9hHJ1DFY3VA2ZmJpRCiYG4xTCyKdHdWmT3RVrXD1mYLCnuCMjYVMuae3M1wK5qYTaU26kZWtcRjABR9fsBL8oyAh1s71GHqiw6MtBvZ9w7fePqjfGRJHJYGcJxNTdeZqCQj3VH2EC3MjdbU3z9ezdAXex3LAHG4s6rLUz1mMRXSy9vPbe83bKJTPzCsNiwD4JTvmi34VfweYuuUewSwg3GmUcC4XbfwANxjbMjtguB3iDHtemeJmzw7VnynLFeUukNrUYYa4WZXWzkd9xo7iF7kD5t4mmbfnZiNvdTRXVMd2MegkjmyzgCNtQNHEetDZN5wahfXDfLQ39aVqCU3XUkAiXVD54BCc7uEbJ8KMT2ADjCXz1VNQa1kuCVRgvUa2RgWr68R5dTEc1unoxMTLWdNYZR7qz17nKoYG35qK9N4KEENsnYdEdW41ZRm9gJ5n3ZJDjhLPCtn9PgZETMSDwaUace5Jw79QY33CGmV6j2A4NRnjbQrJ6RBSAtxhhsGctSdQX6y27oi1sfatuvhLubTS2fTupeLVVybASGHK9pqik7LgYKBhLCfHvZiKyPxCyeGHmZXhBD3KzvuiUdapRmtwLcgU79nNXmU2gjTgNoswEBc8BKnoiytg2PRJQgvN3QshMV3CRPJAuWrSJm7DCodF7Eug2UJbYRZCpjYQ8jHPbNyA6jjnN4RPz6YY8X3at9DeUsE9haGjU6uff1Ro6CzUT6H6c1q8kVyfakTnqgo2QCuBjNiCPrNtEaXwoHDHG7FQcFU11i6ykyNA9DkT1auZGrtu4U9e2BTBwfdwZWssg49aSej5sR5ppqKzip1EjvRsT6CqYy4cQvmHDxDhQ9DAftNkGGrZQsgnqNscbQFeX8J8nzhCfKJjzcYDHEUk1xhdPVXGVB81XAsaZrkDGZZDHjiAY5Wej1fpcKMxZqvM7AE
 ,0.006,0.008784,62KX4qrguPHLncxbfRbMnHT1S91rtKPh6MVXh7UV2fAtpFCZhyizCELk6J97Xhmvci4jqQg8DExDmNti5DdBkeWMbxu5kngjKxgLigSN2rcU3mPmdf8EfuDqrdnvEFZdfzBZVLh1JmWsNmqL54ukVRBYhWuBpnk4YGk4QuxebRscwdP1GpgjQN9nrAzPfizF4tGLMpnwts7nYStxduL3Mu1nDUbrw67C6ERSAy4f3MAGMCVBuBFYSvqeGHMr3sLhoxFR6SZvwakspEB4thEk28s4WTQgNG1VzHPtKt8NPywB3PL5A1WZRkLzf6vAUyUdYnGyBgT9u7KpdeDrdfWJZDuDqc3ftB21ETPn64V2RAcSyiWqowqXkNtDRSws7NcvTUZkcvEwX2NuQSS9DHCSvvZ3USugDU6C2egQi1Fo1XPvaMkcfToGzBGgUVqHwyB7Yn3gMQ6AcJbX6zUDTziWybsLxkMbhuJdTB6qQ1BCK2ZFj1oKJi9pU2fkSGDY4eFYE
 ,0.006,0.008784,6MvZ76iBTXBm5SewNbavfNzacqyEaG3NYsbvi6Z477d7BNTCdYRJ7PDwQ3uup1rz4Z8ffzmfZekVUDtDP3Up1SBTrwTEAamKxuysv3zo9m6os171sDiPacJyoESo9cvVw6RoQQv6tR8pEbbvWcPRKPdR9ksSQB12YCLzLLFDG8NCtVv6uERXBx5PtFcFZXXQ6do2RXiZWuNKikbEMBoDgrt3G6e6U8xaAgbJkcrmTr9GHBkfMfjkstspauJypvAXgLbKrPg1dfN5cAmpZ2T3QmcxBsGgsRYyFaHv4JUyFun3ZN3A2otkxhDVp9kvJ2NycATofNBY6gbHmjCJx7zxvUEBqz3Uni4U1fyUXdbepDqveHuyENVCLAU8rZiTMgZn9VamvEiJ9ZDEMPiAu
 ,0.006,0.008784,6MvZ76iBWhw6kBNfGzu2aRZ3ayS3o7LRSHYm9YaxfNLY3SiUrvNJuG1mEPbqnhC559aYXuMBF74oTV8fc8toGSWnzDq7n97KppmYCBaZWpt6VdJwRWwqvX2xn61jGLWo47Z1f2tr7iTfcr4gvoSyG774m12uzvSWmjN7m6tTrGr8TUvCqhm7wQmogZdcRKkJ4AaZD8wqNmx9seFwBC5WiTbsojAdwGuqpfqicTnK7YoM529RVGhoDfo3i6xokkAxstpyMDp4KpUsH8aGitQvtmgvkDPk4MT62SXYVDZHCJDWZy4vuvfHGuLr1kRJ4J74bMfL1r87G5rbLQLPZoBVfNdWuan9CYm9B6MajD21F1mtje6FxDsrPc8K7CDa2UUyM6XWHAceVnAceapxN
 ,0.006,0.008784,7azsWjCLgqJNvHHT1LgZGyPrAt7mVP8uPVueAhBT58wAopMbVBUk8kxEhfp38F5CfT6EPVKKFJv6UZBCCqEeXqazaziKXR1WVkkZeJTsHWuyCgExtkJ8GKJjfmxRjr4NpbgcJHLkyXeB7rKsJEBSiBiZngyE2hF1PtRXmxQEnV93hUumg7ZmfYjQ3BZ9kxWbyATiGopPBVtmY8gqvWsGzDFr4YwpawfzGL6GFAtEiiqi2mU24Wsgi7StafGNWL6wr5gpsYmMLRRprfLeevZ2ush4vji4QpujTLsVA382UUV57uzVQGHNWKj4yqSWLBkCbJ5TxeAZAjsME93Xzo3evqDGngRVzQwXTyRcXfmFVaPoe3PdHLj9wd7gF5dHX1wWmGmK4m6Gc1cLzUzmf1QQex28c64MLaAwR6pKWCQzjBiFZvUtdbFAs2vvJQbbwN5qAvEw9qAMe9BFaJPLjRs6VSkq8kbrna5deR2bRuqng7mhs41WCKrAcZrJZz9ey7QPvBQDj2Yn4YgMMD7JAcaQ5acaLNg8YQMT2vUsdjyB966NPt
 ,0.006,0.008784,7DZLMXCiWGE9bowWXAqnDHxu3RgvhgpLEVjsmMmy5bfLAMZppk8ioYRyHLcAEaEsEusi1gdT3xHfKbLBbhTbDGUFm4pMuCa1NmhQDWyfjuZnBnYRxebPdDmK7YtnoBjcmg7Xi5cGGEFe7mY76egRerE4YntwKRNYt5UjpTBg4AFnjsucymdrro4a17aBM5TYoWy3joizv6h5MUakTquyS8QQxNrgFgF94HMZozZxJySEyDvrHUL7Lyj1MEhxddrFLY1huD95B9YHqQ4kuJ6JFsXu65q3EPmnmGMiyDvUDjv3k8dMdrNPzvCc6TS9yh9Zr7mbB4kjqfQJbYbdUtNzXvCmMatiFZrR6EwrPpxiQvbjUyCv5JZfMN8vqJXxpnLLaEVa1ER3mNx82v8XirnPrY5Z9aFtede5RZqryumJ6VNjJb8MdteBDDMnNdTeXyfNzCAkkpmMzFZwhguLJ3w4kTBfiyssk4X2KDvakRE
 ,0.006,0.008784,7DZLMXCiWGE9bowWXAqnDHxu3RgvhgpLEVjsmMmy5bfLAMZppk8ioYRyHLcAEaEsEusi1gdT3xHfKbLBbhTbDGUFm4pMuCa1NmhQDWyfjuZnBnYRxeY4A9owzbFRG5JgKnkNtk6rUPKbKUP1YbxJ6rn7RRqEg62ymU2nAaA36nndgtXPFoNohzZ4FzoVD9jjhbW1m1uA4q1YdeSPCpvBqh5XijLv2HVgCT1fbwSjQ9QHwkbpms811ZF5k9b7RLokRKtrvLcsBaW7QNqiAYq1RjUMxV4eAmy6PCP4oBP8FPJfq4b5eVSA5BscDSzgD7BczCysZk56x49xQ2K5uYk3joiMmoJJgqKR3RY6MQznWBY9uFJfRTNrqA1ueCNiSLQDF6hDDb13eoCnoMcxA5LjBEqNR3UC14CxGnYMWe6r55wJvx3YifBK98QwPBV4LGxiaBGXxky4JNrwudBsZbV252MnF7rSu3uaoxDy5Lo
 ,0.006,0.008784,7DZSPz2c6xqQ7MzDUsJwjgEma4Rc4ie2d3CS9fmgy9eFPB8DG9YjzkWiLEvACM4a9MKeDU9BPLV9tUKJ2m16LkpxSAuHFLbL73v7MiRQCvMZUMD793Em4VjZkPRLguyUn8xR4cxxCSnghP4NHzuUX7UfYTSEJcTikNnkNmMBBwAPEyWHDWaQfgh4awJpZGMoZRLFuPdvEuUoArG9Nv1Ymn7eNQxwhdjhDrDYNgtK72SzHqe1pYG62HvEog4exfjKKJRr7bqQbbF5ckrVYCCbbtxwaZMXNPHs9srHXdTKt9fqP3WeY9dWsNJcpNLpqKbdd5Sp1C4PDfGGkpmrDkJLrcxZQmEZA5K2HdjkFGCMvmrLQ5HzvopE9rTuB8WZ4G6V3ctheDeVeLGEF7ncAGkK3UUHLL1xTtBCaTxFxpwXJ35Lr59gNcuacZ9LWMnsVGf5wWN8myLWNJnZzzN3t8dokjpRZk1rDfyN6rPSeQJ
 ,0.006,0.008784,7DZSPz2c6xqQ7MzDUsJwjgEma4Rc4ie2d3CS9fmgy9eFPB8DG9YjzkWiLEvACM4a9MKeDU9BPLV9tUKJ2m16LkpxSAuHFLbL73v7MiRQCvMZUMD793Em4VjZkPS9dis2JFZ3JnDAXEEhq3TPeqLj17jLDbKdPGPrBBHfAa7wKsBCMLu6fL6gw5EMozQ3WDhNXUxvwFzdavn1AcHqb7L61syyiFnw5UJXAX1HaxLvYHDxyrMBb8EmMd3bAc5PNQj5amYryoy9J4UWHaLNyKnwqRZL4GiCwFrL4UdPdZ1cAP81t8txNCCe8hjquSjGvqZ6oKJWsBTe8DQrDi8FWehyxKLhwEXDmZLykZdf4vVqfyWKEuku2MPycYXwhJD3rUBiCttZqZYgqcwdvm2B2ZhfpbDAduVAar125ypL9kBBN5TWCC5oGoMNW1Szkxj9aZNULFhixYWhXpA79DyHaFqvrTHo1EJbBJTbgkHnGtz
 ,0.006,0.008784,7Jpc1Fq4K8DHEmD72eGBq6SV7ZWwekAQueqHQ58wrFBQhqBCyYd4nwzUBjsHbQtTkoFwo7Eb1XhfgcgWVbJb7Miqmscg1b3t6yiDvEwh1AMCjNjHLcSzp4wnp
 ,0.006,0.008784,7rW9zoGNu8nZj2ZndMjzc4X86ryRR8KKauvMfpKhmL1jD2z2owwSwKdJaVJR4knqhxSGSx3n7BK5vb7Zb2iQJasUwSLkKCHPzEpKZhv7tatCbrm74GFhv8we2oCvJhcDMuFVBY7bimi6FwpuudTXSCg7Hzsz4AZq8exAzaq8xLYEpLaSagwZ4rbUQtNpNRcquWrCefzshLvxJsLRvtcUSHpeMNYSPHLjeR4wLeu2K3YHYPNvkbeRviTTdetAg6mrDDbb4GPUaUEn7JtrGS1iVPU7qTr56fFXCqvtrBLMm5E7j28x5W9vnUVQWNZGwVS
 ,0.006,0.008784,8wxZJUgiZCHL7xsmZxcLa6QVMiirEfybTJdhGdZcrioWD2Mner2tPr1STFTLAzXYpvMivh364GbRJjgpd97FaaX629fE9y8iA9czMr3N9EFS9LAjUX7GPwD6fdWcvn66NTcLM3XACgud4YYXk35rN23JJrm2JBv292cEy1JKq6omyuYS2LLKc32YqPGFxxUdxrPeKAcNGQGpS3HkTkAp3QAXq9ypDVzXuCc3hFCW7WEC89ZSCNrWx4dxrgQmCFFhB639bqLhRWR4ff95FnQq4DRRY2YhJ5f8FoQZrxpTFDx7jBaqdcngpzVn8dzdrKz2LP7ksuqkKWC5KZefo2p34FyXvHk91p9TaTRUDUfgRfnLtKhDtbJeyERVpyWySnhqsP17qu4Nq2KMi1GJMwney
 ,0.006,0.008784,8Z3G6fnbV79gfXRdvH2pB8Mto3vzseGWU1suo27sk8PXkqYCEtKPv1H5Db2gYNZ71jXKgenAJ9Tyh5qpuUqZvMjLddpEVB8nhJJkkNA9HvZ7sJntQCnzaef767PefcMky75dTv5mzHTXsggffWUec55mbURdbexPuvYNTR3kWMRBg2uYx5rjRgbVKNNUPX5x6G4E9suaMhk1DrLJuQ33z5Dt6kEsBQbURpbFhfWJUaxBDdDE3gTs2v14shqsUputB8S1ocHntwyiU9hbUHCKvN55LgL6EEX7WZDqkLwA4SybFqYipkm1ncwiuiGdHPdmZyMSnhBAWFzVZ4TyFjfn1388QKL1BRbp9bEi5hd8C16AKFgVsKvoX6DVVeanBVULd8ZWRy1srCK4q8aUEKwSBVQ64PytXfDQ5iUYFG3gtvXKtjtJdzaWNdHFP5V9z8MUyKwTRdQuTn6DE9AaMsoiRegGeECcpi2tjmJ9A7cNrG9aN5hSuHX5okL7Q3uAXUxKr2v5izNRbSoDrW1REqdxCSu2d2Hojw8gyHAkMKjtShgM7D17BUPE9CWfgURA5ovEYPY7wmx2x9VGnZ3DerN16vevTDbibA4JrMt3LyjQ3fvx4U2shZWs9og884EYimtKEaQGgCkVhfUMDmYf1RvjLZ7ZwduwMnsgLT36wzMcKtw1zqDGwKuN7J8avYcKMVEuPdW4n9ebbei1jNMQc4Vy9gdWdrxb6mAYmy7NHkeSx43GqZEaeDLpYacTp7tcDuykzgzEzZoTF5PVjkzWhWd5zXtsXNcLNWr1akFnVaUzjzPLcLyUVAi9fPR721kE5uNbptFwWFAsZK4hmRx9tHDkib7YcWSLt7ZUXVLFshobtMV8DWuyNVfc2WHXCENBfLXrmt5VmASAVSshv1J8iVWMHSTkN4QorEJXVkXYrmxVUXgX4HfgkWWihxHCeaKvnfhUw1DbcDabyG8pci6tsHybqJnhRynxhtftMk8SpHwsyuAMsJCbLnbu19M9YmFkXLvQS66XJhRWUhSSLERGuJKjdbzBBgt4btYuPtZj1YeHrEPFXtxsaAVzYPkWH5Gd6GxCXoAmVbMf341gbY2omizqfnL4VKZfb7K171Xe6tkZwXZw77aPdoRz5AnoEbUsVzVwXgSZ24NbMRefaoBbyrYp5s4VgbnRxNHryu4hVaPYoqx3iMk9kAFfd3t63NAJ4uGn1VuWau46XCr8zDsLz5WuLSU9ujxZjwVt6MctVJ9TeJyu6rrNegxcDsYqRiMnNoDQugzc9KChAVQjqmz7KkawVWCUNLmmdd8RZ12VCGGhW74xV577wQU5SwNijZ8AJv1vpegNpiGcBGhM6Py8PSL8q6XpDpFKNXM576jENHMM9LKKQWmvpb1pqcWXUGhPjsWnjc6mvdRYtN6NEqHWLfpkGDwRjJmCGLyk7MD5KJMSDtMa4WwjokNeRMfEbyXup5y2UtZNJdij8x5KNJVVY7d3rTfQQtVYzrrDKmXa16xuTbvFzdGxqNteDgqsf8bnqRsKghJMvEasvC6eaRcUaM2vJFSKZZtddV3VQ63MgzMpuDHkgmmcn2TSVzXzikz6FaD2KEBt9STt1jwUuthJ9PrykHKdc1ghtkXS84oqqSdwsHywyShRU1oJuUrfyGmVZDNAvyzUPzvNdrQBS3GRicHu8t
 ,0.006,0.008784,bCobnLFizZk6QQ2uH5gQ9boC86ZzDruPwGGFGSb1W2T2fYppoTwWEsdinzunffmVwHjR99jkiqypnw1soq8D6wGCBpKvyQSeWSAX5BH415nEum3MqbfD5vkZWtcUaxWx5xqjfShzT5qJSd2jv9cASgoR7EK2vNris9QMdBMTyFMGBAVuHb7Ci15Z4PGVDUpVqNAvVYEC3JhvLAQUFxLHcCdMAgnae2t19tqdpmN1zJdXpU2YVzkVBpDVD6uf3CFBuwG9S5DVk8TYwSnPocUW74j
 ,0.006,0.008784,BmNu73Sbc5Ny36Mfq5isciVtr4N4QnLr1AuQE8CT78ELHVXDAQs89y6P2pBXyVP5XSq3N6rRQbM6PV9NfL8DJmz3SGWte8vJuE3VFZDaF9xfam845t2mvtXRbhvUqy1ggnCTeqiAbwh1er7qebAaNYR3ZVToWdPKZH5SwsYfTWR6ZAx3vYuPvPD22iVARgw3mCk2ywAwa18GFBo7j88QZY5TM7wvd18XDWWNk2VXnbiPu3nfgbzEhvQi9dk9kn8AebbvuHrHFPGnowqkigDs256SwSoMxNb86n7Gsp5Fx3FmRCj63yP5cj816NmMN3LtwRFmUkW1Bw217AkRbfxUasQ56eCZxYs86K9iRaJCQhPSLcbG7hK26APTF9RkTGsXh3LetBYNzS
 ,0.006,0.008784,Bt6woZtBdg822BVkyEDSTPRu7ngdQbKDxwiAMJcB1ztGBJU7GnP3h9REJE5DNapPQrbzhcWguGaZBNjKWqD9wETX73RNDHWvksrrANvQkUuRa9SYuFdbHqxzCV4aBNZKcXASiFNreCfjzXS2UgFyJr5WN8yDRRNLRTmqvs3XJSij4c7vgowLSnKCCfF8AvaUbsoU6BMWGoEPapr5X4btVooscFYyrPvSBbrJb1aN2RdCiqTinLsJaeTpPgFigCcgSgcH7sfM1cBnQF2UkmHDAakjndCvXTuoC86XVJrfnYXyFRXYcdirwaYAENV7ZhuuMkAdsL8yN1jtBZUqWZHffBhnvQZE8zEBxzykXJhST1vmy6eEFu8V55BucxjxeCidax6xLq6yw5Stvi4TCjfzABkVz6S7orXwG5FWYQvb5QfYC4CWMBuMnM2pQqp6NPRQHnVq6jrhonV6YKEcaGBLpRj89bZso9tpdVvL61ALHCEZ537o4mW4ycXw8DYdzwJoe3q5izAEK2NxMHUoYp22qm3W6Rq1PWK49yVcg1L2gWAZHWsXN9Co13cc7bAiv8P6beubq2ZdrY1GzwEdVhnmZnvm6WX8sAtJQhpNGt2jo92u4DEFQFb3hYFxD4JzJNLz5W8KJRATThEPSWBfa4H1waegNGdqUnTPaUK6BFqb3pKSE8sTkWnCcBeiGSfboHfiF4kHACxqHVxuPmDLedTfAtcLjQNKoyDq4GwZFhN7QDSGqKEryKrVTvKWRHgCdLAcspZRW1TWMpNCwkDjodsbLKJ9v69znAu3UNJx3b75q3pFJty3Gue9vGs4ELfjAemcfKaPgPZxVz65WeGP2pwFQihmQAd3yGTXBtbaXLo32GFJekYmnGrgEEF
 ,0.006,0.008784,EPNcS461xwuviUSi92pfWxEaCne3geAV14UwWQjBvgeWx6ah4ZQZ7HZNrwHHaLZxtkVXVLnZFjKMA5PHQRSEbq58mDEYbEpGc13zYvRDvXj9oX94UkoBpNKkAgTVHRoKe8kXGGkCXBapi73Rur9RvTDTCLwgVetLzinqtCRLeMqwhSZ78vZmEsT5UHPrYTYtAVAntnTbbvJSRcZ2yB87k9ZEvKtYVrUYZnzr2P2Z1hJBMdz5m5PfY4rE4VUWvxvsnVWcivvVtqmkZwVNTKN84t8ma9susWgQqD66fiJpCApknoXL25mVhQg3wWHv89oYqFVxq3iDZCuwsVX1PjEwCmKxW8Zn3ts2xDHiQM3Kp32HdED2HaiSsBYDM3etQF61se6Gz688ohcgDohJo7v4dESHWgQPAsRw1J3uGcffNE1k9EDwXh8gUGg3TWYv4H2fxVxGRpJM9RxbRKm1MNcz2TiUU7wA2Drvni4P7fe5M6UHio5QyMbG3niWBiGVFtt1VR8B66v49U7cYpT5pLetnaDp3HYHpc9TPpdzmz9
 ,0.006,0.008784,EPNcS461xx5WHcxJPZmWoTKqsvhjXZNDxhUpaKScnt8BA9yNyxvMn4feqiE49L1crGv4wdNkVgjpMAxpAtugGYhgam2LXBJ78CuCzivLpVxir57EQEm4KwqfYWKePEdaZQ2faKpcReRyGYbXYiggJRoRE8LibsJ9KkiQzF3Ju6EgZA9KPPV8yx9dX4TE9j1BJYpBkUvm9Nr3rR2JJMkHWeJ4r2mF4a75YUxFVQLhTVxYWL5uzxbdvFmdDBzjaNfwc7grCN9jRkteumfU4rDaWv6xCUhQ8XbdQxXhqF3TQt538ZrxcW3QRMnUNNBVXfXahcqXjVzkXQP2xxY5FQBp9euJW6N65eLMKCRaoRE2jnuqf4wxCsJXNmnyUDvMRmXGGizCH7nmZASAKTaK6DtPZuGxLX2hwV3F5P3oWVqceyrrJqPUbwzFcSg7Bt9aMhbJvcB4Ax6GpbrDQkzx1FqGGW9AMXisDrGYLiwA2Ah1capt4CuPGEuGcH3sRXtzXMJwQM91thJYTg6RzGVkuieTxLKLUS6dADWxEthGenr
 ,0.006,0.008784,G4h6ssxonJToaBaiGpQMxN9xXwz9wghafSKHAZGyZNbKPnANKuGrfbpWANcbTFsjvW1RBgRZs88M6zTu37s86KScLLJfGgGpDfhxuMGsAJkNpM3EqxWonPbung4JpuRGDjt2fgLeWEj8dULEYNW9kVCNEXwXTyUKShqH2c7iRK7y6zU86WbMeY1q1pf1p3bT7VtQ37v8memNJcmj8NokafYRJaSKG8ZfUAACpLcX5QPow2zuD7ekmHBix7t8ie3a2o6cZHmWxGHdEyE9YekXugBFWFj7Y2V47UZUWrE7H4BYVnmTzP3kqaj6r5RFjHCDDMu2QeB
 ,0.006,0.008784,Gg989RfWYxYYKLG8RhiTtnpJzEakw1kXyL4hQ8i9ST2qRWHeMBGdj4MyEvNeowQbwFWBpbjtx5SJCJppozFwYWyU
 ,0.006,0.008784,GLUwgvHWWes4yBoob8UYdnyBgdbpWMPAGXDBejERgSLkCrQbmqYeGEd5KsspLZgVWXPHpbwituP58E323Hv8wd9AHNBZbBsy5RJW7SiaFfAXgeLSoFP5rcBwnuvZxPWxZmAWaRyNA2Dz38ptCSG3nEdSk28n3a4VT1gRdK66Dvs3Q4NtEAuizUmErEhQP55etboxoN7PnhWbU8V3bhXQyn5bVtqbJqW6zqoEE6X6cC97YwJi3pRyUx6376B1Wephg7FtAnhz2tp5DYZFyyxM4LRGeWpvyuCosHHNnSuM4aWRPvhM7YFz58LpQKDaeERhiUHgirANqGp79tJYe5qYgLnaCnSoBbZhudKKvhcQiKtjVCV8XrSRf6QiArQievijAtup44GtQwfCYLaSG8rp61ZKhWrhBNgnS4Ativ7eZBk1ht8vaqdgMuFsmKVbGgfmz7rNrHEQnUzCp5UDtvr5A3QguimHrHGqT4wGfeziPdJdiVqLf2PqJ8tntpg2artZ9gXJUsWhvBcbQN4YzVn7b8yBGc6E32f1VvwxXP5NQAe1Rh9tRHcEiVq8AaEsah1JhGoavVJPcPq7zPQ4TnTDb9QgMcsk7UFNDA5KQkLXsiJpR4y9ZWhw4rqAA9M2j
 ,0.006,0.008784,jL2aaqw6XU61SZznvu9PHCPevNDB9sYk66bjMR6Qaz8Be21nst9M92e84tuLjpbpH9bdZEwWk4W96fEGwVMEvoXQfT2q5wnxbDEEqja9DReofRW5pVWaHuLzKVyQRCfmiH7AQMsntC8B1YmAxSbuwNz8V1QUbFqjUpPcvzQqKbZ5eVyqyG5kSdiWMP4pf88reJWNS1b2Fi5GYa2yEqYvs4u6aRkzMTPo7EBTVAiQtmXL1okBSrMRzzGJZbewh
 ,0.006,0.008784,Jv4pJTwGJ6rhLBvYfVfHFnoLxcXg2XoHorwCPYusWpYaBhktdsK8qixHpRnWYdfPn6iDxw6dCffwxPFiQ1MPRPje9jGLTYFRfVum2zkCk7CCwh88PBXKnkEb2DW5AnQXnoQS9QosRYDARmgfbs32ggkJDMKevbhc1eCUkmv5XCnoFELbeEFBi8CYxEKyfLRus3K1r2qJjmztaymH2CthcjCGtf9EqPfZ7SqB7KfxUrjrNbY1g9G6PKTpXusZ1m82gWaDBsGwRaDvtu8LpwbFa6hhysWxobEdafPQPxjSAbP9ZkcJMQZiyWc1af9iHLKJPadyrm7wqeNmkB4wjQagFxo5madhLh2jd49KSkXn2LVde81rPLC3NWkDhgSYrKyouHXNwRatryJpy1J6NmBMEx38bUYaKPBiMwxjduerTD3XoeMvDF7CvJ67KWCxu7NhxbyYB28S74DM7goLeCdK1dhMCUGztXasKDoZ3Wn6LCWST3hMjhDC6WhXawQFoXwCY3y664DqpdU3WdNGDYKyfuF4SQ3U
 ,0.006,0.008784,Jv4WtSoFf5ePqPbPvNegTGLZPmr17acXFrxAtoRT7k1NiAJeHtE65z54wQ27ErWkppNQLtFUSfugehM6MYe9Njwko3BK16BbFrcsNeQXp34aDzTab5JfoBVuhtTJPNTpdTEkV9HkfrjjtmV6sjPFexGWqjvVb5aD32PWG334Gxbr4f1eb9RkXtH6zZDMp3BHYwSa5xc4KtagsFbuuRp3QCy2ZjtcLH8juBRZ34EVYJQ98jG6YbBKRCHes8FjLtYQUuSywUSEB67jLum2jBQR3bP2xYdY7cjaAUTP6ZAAYouRuTQPyL986XgsRWdMMbvx2GnL4cAfrhWi9kqV8C7ULm5pex55FskRfJ6dwJnTD3hBvy5sbfqQ97e1aZDNP9zs9V2WbqQQh5dmBYoF86YBaVkt1k1nMBrS3MM73KeBRgUrhfMHAnMbkLe7fnorhMeSxyitJQ9iedBdoJTobCftkucy9bK9xhAAGMSmdbj6qWPvpCrr6VxRngiVfku6jy8A33yncRuB6uRdt6bnHX542dDn3Dx8
 ,0.006,0.008784,KeFFWP5NAKZ5aiL6N65KZWZMvuN86BzinYvPwpjkqc8xU9FSNNA4gp6bKwBFMhgB3LRkf1jBzyr3uHS9YidBgeb2U4uA7kHrFXUhpDxun29jeHhQSZ1ZsmK6JJeUiXu8sCi86umPukXBWmQ4vxxcD7LbGQXja8dahmVvWs5ZGsHMCCHa869J3aj1cmFuwBGmy8m9VHWNXUCim9fwSPiyPbZwKjH4kgwP3HzssaJTHazUP6f2ZXFEaHRhs6ftUZMMbmf8xirB5QwoUugUNimLCM8GXyn796VW9oDDnVDPJNpx3
 ,0.006,0.008784,kjEhfx3tVpKVh9LdjWsSj7AzTqzemepR9NZdw1iezKAttC7stPBwMDUHPBEHS4iYyGgVkeh1StZuzBFVsRehjXUGexQifY1KwRCmsr9G2CBNygLa6VqAABgJQEbgNWFgQTsYLYXpALoYRnU3QiqZ9wrCTcFTfeFrSSnfU5EmhB9bhYv6pzCQeEN4fgTC4HTmbuN1N
