contract,amount_erg,amount_usd,address
 ,0.006,0.008784,MQSXPGTXLHWmDpdXgfAyuooypGSGKD4ogmZTAVfW2nS9v78bfPvEqECZp4gm7NiBE6KJcFVGKDNQhHEDEgcXTKgjc7ik6XF5teGDn46qPtC6JvX8ds8keg67zvpNfrShGASnFCdrhBeDW3KSzufToqiXso1VrpDyLTdjguQC4YA6g7AUU9RtAMxteCst2k5Dn9xpSigkMrWcrE3QdWmbwvHN8FLbCqQjWAcB4886kfVzuuCp8NcuGmjyatYfK9pqpaJXGgvq7uNrMyiqHEQ7nJbFaGtDdxhzJic7c1N1dBxyNTXBFcCK83REMqyE
 ,0.006,0.008784,pAvrzoScUaEUJj9ePRVehbPRRUreYGQE4RihcpD35AvCBgoRNBgW9rnXF631hf7Za1KK3xkzA9B3akKdzonQAki6fEaMJ2L8VQiKj9wBbKNySydXMMgdsCmZvSteiG8NzNQ4kRfzFd2o8VhByfqyRU8bNand5Wpjui5WjZUxfxQjLQ34iyk3EkKdTSufbNH5UVRg9AGkZa8iyDfXW6SRKmRUUFmU38rqcNqyJxmoza8PzE5xskod9JWZgDCmEkfokFgtQ3Lsjm9JZRcbG3dbH8orVt7KgFXx8cZCnete7G9gd1RXVDo3yA8AiUL1ZsQXzqn8QxLTtHxrdbZsAu9M9ZJ2LEgtrf5insVMg1AtWKBaf3cLhonAsRbuiQbDzCU8xxNkJwZea4orq4K8EGHTuFowAHjP7p2SkmwAubwXL2MbUjG2MffuEZug78qSax8YZGVqwyrxtVo5sNB5xUu8iVa4oYyWwWXqb374xuQCCJRU4XB7C2XJrRXnmd5tid2qJ5Vga1EPeZHgnyQs2UvVPvYvM76rHyymkp7nXjMoo63sJEJwtcJRrFp6QctWT5oFZy
 ,0.006,0.008784,qCSsH2f4LiLF9YwFnXLKNsLMAoEucYEEd8EB739fZd1FYmHY4T1Qg5BGbABZ689FjVxYTw5thsNPWu1R6FrzuAVgsCdSYdELbmw8GHtnQCu1aJ1CtrgAdUV2wUry2bTSDNTfrCZWi1mm5tRHkiLUMbUiJ2R4R1cAkAQ9ZYPTjauvSZ1CRrgArDRngCPAai6jbSUFDT5YFi4ZbF4bLihNBGVmnWQF3156VQ2FxX4cTnMiPZpE6r52EMJXRoFTNBhrr5us7SqworSUz9Ab7RsDMH3fePNZSGsTQao4QGVgLcZDMrRK1fXXk5obecsxVkSwniW7EGuF1k2cN1MQtnuMPxxvpNgVFWFDK7TZmC7naNgpMW3HGASPo3QEkzmu81pVXrLHEBAUCKzhbe7xDv9PFY1doHrdwVzQ5BLZ9jQJ86oaqGCG3MsFK5aUp4qfNtPbw7JjhxwXiS2BvwoVeD9MuNyfg4VzEx3PwSCU7jB4364HTbxWQNp7VpYuCGrpFAJv9cNJyv8eUqiVLn3jxPCbjU2THzXePkPvgsCAJQmWqYye2FwwH4MALdjaGrgiWuvPmG94o3CgZaCx56vYZoEUpuYZvZwBzmyrd5yFTMmXepqkC6bKY8rAVfC6n9G1pR71jvVxMuGeYwCT7V99vn1DKWMLEvBNdUJbuD3YLwNeyh7whLSsoFzr7kgFTfHYm3QeZVRwnSp9RD3yEuhMd8eeLsNiTBSHFJMNc9z2veQTXYqoep1Zw6BFabCQ7ttdMqZKv42VF3K9F4fNwfPopBS2npQJKNLSeagX8yyPgftqrHPVJ1SrkHkRHV7vEcUCqMgCGPzu9iuhYDSJ9VGsj2vtGkF6rZizgrsdC72k6VAN2Eoa6BwzWNfPSxJpnmGdedxZoekMVtKgFScpdmKCTiYtepB72xcoyd9hNTwq9JzyaWxMBb3GLKtJiUdo5xFsGYbcmtMdbWftVCPHQKbrZJ2KPmpRwZ9x629br2bXpf41h4htQi6fCEKT3YcMUjok4EP94DKuMTQxTuwZEh4DbyoAvC7MDKaer5wuauYzYnt9bcqVqZf2wNomzw89HuJwpcbNBzds4QD8adpE7dTLKXAFkdDkhbjgkspZxx6na42EB3vSpJgY9AuuKXVdV7va4VD5Zgg3Y8wrPZTmnUUxGytnneDDiA5VEwcSi4zM7SgEf6TvwJRpnSuJC7PvxBj8pSFdF5gzKHjhTvExqzw831x3TL5vBTH6UbXuLMYKzacSa1NU2Z6RSK5tBLk4nJfnJ8vfk1tgMMzTjze4k5XVEyMKzk7bReDWjubdVRefWeij4SDdRgpQCbPRuJsUZwigfdEfCpVFhzpuuuAaL2FKEfg7XGDBHj1MfUnrSxhatDPeGuskHy9DzXpVjBz18CV2i66yThiDH6ked1qEr15eeeD5Zs2mjNadQjk5EsDeyqsDguQrXU8JFUXjdK6usMk1Hq6MeCN8bXERFseJwAinPNSC9qY3Zi8c1GWr2N1BSFvJMGGqtzwEavu7P6KfHoGaTPx6GJ3iTLH7Daym4T3f92iZ2o11B33T
 ,0.006,0.008784,qDAz5i5C9xS6K2LGGY3MRWjBoDgK1
 ,0.006,0.008784,ryh5JP9kDxd8Fm8rx7nLzKuBJs864XfYUFDomsqtCsJHPRhFjF93fyPF3AzzhDReFA9odwk3qwi3HSFh5Ly9etwDmMtF8Tox7U2dabcmNnzeTc2QAAWCWiF9WPieU3kxSD9QXV1Kkxhy3zLWAPqnFHE1L4rDhUCrcTwv6arcLE71MghHqmZVDvzBkBBAGMYkSJRoTrZgSAy4d6AjTyWxh2ooGb5qgVha7pPytFyw2TA9epAqw4bG75MKjkkHLwGGcSn584fsjKMU74phjavv9my3JEqgLCNMfNYWdxkZCB4swdw8R5p9F51zimeZwrxjFX3GwXvKwCBMFn2UCn4Bo7H6bBEWtXc6QMxBMxecnuaD8m3MyYCbMQWYVBwxThAz9y2siyiSr4k3nwFVAd5gGR9Swr2anMzHoeK9RZRmFSCKiJC4pfzGtmbmFt1b6enJdu8Sw79QqhjiKsGsQp5DbjvVaYXnRmJrYqQNSsnGNZsSNznKZCfjcQEyqmgaG3hMhx5SAvtXASZo6zfRtZtWsECJUGesqpaLvs3tz518sWspKndnWFp6yTREESoa46n1fDSPWNvRsTzcBgNxYbigEWHubutvEmvbbrkuuK3NRHvaWetP7Bi1Zxw4ucUpcnT1Fd6Mk4WJr
 ,0.006,0.008784,TgkYJpD7df1rHNZ4RTse7DhDs5kFGvkBbAwpdTMRGrWeEHeHZLWT6nCBwnJk38w4fBNmjWS32hg3djKPq6jTd7UCY5J2X8sswUsNnRiARo2AvRMeYqA5WyuAi1HwWvtaJniUkYsEp5cobKYdUR7wz6zSddyySKuPhRe2Qig3YYkBAdGnFWEHheuST6mrAJBrKs1AgA7j3jr3Vsmgk1zL38RcZ7BxU993UxiKnLwcYhzc78xcLSp92ptHCKyXGh19KY9yweqw6cqLDouUUrV55D9PcFBpdY87jd7E6iYy6Z6HrokJKBmWxtDweAQqcypUHMcqkc6FXRmASXdQquPfxojmSn3bZBKG4CmHSVbx2SGWrxGcGk2YhvAi4JjcXRKvMbvo9D8WFTdosaCazA3MPbJ6zTf78CTfmJXDoYnra8gHcRZyHAthnEB685rWgEFhxNrMkjXKw85zKBzPhT2Bx4dcS7AsHxQYUpNV9big8KF5ThUWwpKVTw4HacN7AcZ6DnPgtsz8dPJ3f1M3STfedoBpN7yD8ep4V4dbjNkBXGQaCN3zF24FGhX5wSrHpKud9KpzzY7AB8usyii4JdBXYM6TwjAGexdtvKkiEuw27UfjZooyR5GQF7N7PDrj3Kh7M5tcp2U7NY1DrHHqmhs22neqhGiCFF9u5nJAsJiW1rM47wjA6LoPJ2j3oE6XPJqoLbaMWuNJnmDr4VSVSyLzm7N
 ,0.006,0.008784,Vek63kH3dkZ6zGhpyendcWK6BF87Ry3S2hADradXWiijq4L1EnK52figw1WTPAu4PEBJgxNcXqMuSvumkMjomgtuLKtcgWVAsivUsTx8GgGkvG8rL8W3wkZ79jB9eAqhfBMKXAksY86ffNvzgjrX2qPadv55VYzX22YLwda2ubzYDZg9bMaGLci66aH5LwSvM8LfuDTKvLZzoWPBaa6KkSRdELFpiw85zszXE4GUGi2tScV68gsdVJVYjUyofFcK5T6Q1WyWL5TxHCCz8AQNz4Vmtd5ckP6wHV9eQWKHdtWYnA7XFhF4TMa3ecnGDk6xrow6vVP8a77KTy5U5uVbLHe9C4bkMWb21ua6fVgvj8LW9qFY56iJPN4e48THmBthF5pMrYrsFNrbt9BrNp8X1SnBDbVNQLgGowMGmoBrAmMn5irMnabZHmLgBisprx3fEd8iPzZQUsQUDDkBifrKjLwhEe8KsB5MMJBTrgTfTUxpCkNWrfgfrmMaoubRpsonpK3KGdoBi3H2466wNaLKKCGkhYtDHmHB787fHsJcpV3cwZurPqr61bw71CxnaYeR81a7oz2oF2WN8F5jdSSewBeqQmVgrPcpE9CdyHCXUE8upX2GkwdQ5zkYQ6okkUS98xwW8viJNJ216zrHwkKtry8wfTUfRXiYFCcrTN4E1hKFDu2yLEf23B7TcdNYy7pfs8pspi7iYSWVUv9afvyWT2Mqw4rS7M1NH6PSVBLTJeADVn1uejxkYJSRLn7ifsVgWAXYZNMW7oaYcSFzS3BNfTPAbiNH6Hpy2Nxcnk5nXF53KTeuUJWSys66RLboPfisH2sDcJuzo83VoosaoJyAUAkMdCGLtyFLHdfeJU8RLf242kpb6rja2qnqiTSiEJC3bmfhgWgVmn2J5WGfFXLcSiUm3d8oe
 ,0.006,0.008784,vLTsjMemVGne3uK7uJwaRxNcAa4v7G9VWsYiCXZBjgxbXMh3zkSZVNnBAf6iVKhHSsXcJy2e3mXfL4WBfPni25eLp51QeDdHnFK8UCwNb8uMB5Z6jU63BkAcxrQyEqAVE2yYLsiSrhtuBzjVzucwFehtWoxzWXchNL227FGXyHa318FCrg2XyhQ13Ub17UjfvjCrisJkgZ45cCBHDbA7qoBETwPuXEneQesS5dm9eAtc6YmrfVxTeH4eENjFPV2cTQ7ViqWb7pYSQ5PJ9wN7KCCioeuWYv6KYsLdV49eJ1jvD9mBhvYFzv6ANRomn1UWiVuy57fyCDqVoQrsQgwXTx8goDjnbfJ5Cqonw2Qb71Ztcy4AryfEfXHbBj9uKMbFvucY8xLcSqm1VyjqWgKgpdBX4iyZUqt5UdPAmu2TqjqH2zMETa48Zfk2Ax5YpBCP1BkmVjds9AE9q1vYEyxFKazvzq2H3TNGiLvXGfMQmXoVAwBK5kz3P6t184hgC4ftD63oLSdm9LcQn6CPxTkzkRHJC
 ,0.005,0.00732,27MsbVTqUGG4XCBKyWfKSgXs6UZyjYk8YZ4KRM9iFKcr5EuZA1M4WCoAbJaF1XosHNsrmEgFZb1o7euqMfqKmayEUERcamDtgrf9sddB1aGixLR8wSskyTSPFvQrse2aV5h4S6FAQuw9hDbKSNb9gfbmpnoXqEFqM7gTTHLuUGNzP8R7zMsU8PudP66oRRjHdMxEskJwgYDwaWupKThdxuJYdrGsiVxWMeTq5azdQe9EAppHs1DarwBJyreySQTWebP4ZW9CdAc1qcFVAdndpKXwjWPWVp7MjWj35PVJun73BEqvVMLXyYGNuTkZYizRmfP6VXvJBnYc3mho8F97Jk63kLa5ftx8P9myin58GPSFyw8GWzewZ4mycYw27ZAS9
 ,0.005,0.00732,2ma84EUe76NWUY2Q4C1F7NQXDwfgj9wHZXvdX3pE6yWKEjcMBWfbv69uTZUKLivsgtEBn3DxMiHzoXoTAWT2bFzFfmc6ky
 ,0.005,0.00732,2WBFwDqtKLBELbcwT5j7AadaoNjVKD7n4Ewgv2nBQFJbRbv4d47jRyFEECncszQ2K5qSY4nziJuchu6Uj28i5tXDXEt2QLr6mSgE2VshERgXyAUXZg9GLRvksrHmCmALMDhT4axhASkQbG7EB2s8EtSGfDTFgPqcmUurAvguL3EK82uhyuc2UQH4rEyFZVWj2WQpLf6Pq5NvqgSnpDsRkPoSHPWz4c5pbJaMptEATxZhHfZ5FDmiiFJyzHYKe3WuD6R7RGfhvL3AC9Hu61eX2wRGyFEVgWg7g6hzUDj8gpsSc8GpUkXfRJtWbZRzMqX4r6gxNitCdohUUMN3x8NNrsCxpr8QfuDwbsx2YEPUEE4GFKq1w15aqx
 ,0.005,0.00732,33wsqDmhXekMf1LnA9JrBZz94drFTRU4xvK6vXJAiPbJBFgbR1cLV4ZixCzWRpARUtJhgp2FB8uMmuidxwJpbXr5TrLuHakCrh5RMPwJVmEgTghzkaVDjcWfi8JTa2zwt3dA3jm4waLpFFijDf5B793rotQRaBqDnaBQiLXhakk66zSXn9Br
 ,0.005,0.00732,33wsqDmhXekMf1LnA9JrBZz94drFTRU4xvK6vXJAiPbJBFgbR1cLV4ZixCzWRpARUtJhgp2FB8uMmuidxwJpbXr5TwW38SFr8VC2KBKa9zxNCMqPsYzYcw98dETo2nC9iASyDFh9mKoRqnH1kKxU462QfszCrNYgqVG4Z99fDhuTUHMJmtAT
 ,0.005,0.00732,3rEJXMAmKS2UJKuGqxszHcVFeEhbRYaT4zmQbnZP2Dmwzi9ictnFqAZXdbBHXQeo6Y1gobEJfyoKkvZyux2MawBoab2mdJZe63oVpUYJLAGqf17z4VtUbz2UvGqYTdjxoN6jMTtp2XtmH2ud5CEcAjd3Qzd2wB2LKevqwVei6wVzZZj4Nxg31seAq7cefjPAobgTmK3oMzkdjxhGkY6N1mCPUyptsqe8Ris44Ke87NSEQJoK4DYGCto65HxbfLh83kCDH3ev86rwbcER3ESKY8RksoUBdVFsVRgnqPnW
 ,0.005,0.00732,3TVMnRsmn87vJZJtY5hBRXL1U9fkQEjPfomW31t7V59PEGdQewDx8M4c655rt5WXXoWVaD8cAiEV1WpdygzTtedvBwMKe9owgnLsKsrxEBtHpcJr9vfLaPCrtVxEYvkPMCaJ5sXy4ifHnErLLkL9WZXxARe9aR9dqzVejpgLUsiVoGyAPNL64auG8yMXiEfu3hWnYyAqdN44HD5cSA
 ,0.005,0.00732,43LtwnMVAFRwc1nXm92vBqkZDBvZ6zEatTGqt9Ca6psfLimubaZh5S6EYG9bfsqMHwjg1gtRz25QghntubHDjfJHW7T73cwFqK1gzhCkj2rad9M35G8nZbcrpKrGDpzumNnHWUoq4GNgQHkh4JdUBS9Qs81yNVFm2hdqBw3QD7TT2b4BZMaTMSsv
 ,0.005,0.00732,47r8CNpYJhLaJy9vQAyz4pdVuEWHybgxdAjaWeiS4HZ9hfP2FvCNxDmYf1Dj9hnsTkp7qQhpapckw4vd2qATKi4Eh33PkEwMSYDKWEHL4b3wtzBRBz5cdJkN5nKpNefhfJnFH5QJmfJ1kE7n17BZYP14VsKNdV3tU8YKAEo6JB4BvKMPkdZnDgpGduyJGZAE71jwbzuX5pudNEj5LfaAmNVMRVxW8byjnfvFo7AD7CHNP7BSVJ1mijgUpe87U5qwkJzxiSByXLmR4d1RAAesCmVsey3omBuFEzTFW4MmkeN7ifmFcgwSmVo
 ,0.005,0.00732,5D3wC67LdGcnG7ubQSK4Wcn92asuohZCjoLcKWQrxBcG93WXZwupS9D89Q8et4q9SguxXnj6PENyzGYsKeKgouRNBTaipreemWrJxL9p5edpCtHyL798qK36i3gJG8V71mfVNmGS2t8Saf6UuQZdY5FYp25jpnMe6GJmmV5vpPzNFuYNzGq1FF4M7qYcEEtykm5mqbY3uSCfUxsNN5p2fcqTgiMq7wPJm43YiVSCGM4tA8ETSwgpN6JoTiVimtC5PtGvZ6kUzznzT8ux2LN5qmn4xfT4eeUKHxXXRax9RAYVGT9paMugJLmXRJ4hS3RBCNXPVCE57BV4Tj1cv3nY78WiibowX4JBSRXuEYvUjxv3XoWFCe3ZkrfTySsr44duQiRr9ibwDH7wu1biuU2rN1pc7SF7mKnHYHViE2BPLhHrjVmYMxsVNyNpRfebcdk6QkjHQMSWviocrAMQr1xM5QfTaBXTUZULPH4gio7E3tMURMDZ2yspoiumzRqmD2uTjg6JbcjwZBiVcHkaxhN6cNURZ989XjoQpBZzAXhcjzUfpgNj63Nj7sbAeabZDV4AqiQJZgH9bqE8cwTBgxKJZsi314Kc4NEJiDw7dZQVGn1UT9YXNBi8wsCCVBQXjV17v3HGpfZ21kGcLpceUikPebP5FZvwdUgGbakx22r3VzJ3XaTeZSNLTdxfdYanf59dco1QriJvCwjqCvV4pSyQKihtx7KJRiWW8T68FZ9d6jzyUDs5MCnJpUdUk7GW3KZ3MVHGQ9U2aHWjsUiHB4ARsHpXNgZqSAAtSJb6ZAM7ci2ZYK8oBA4t671Sj39XEzamoxdPEku9UivkhKuz9KrhnRNZR9TfCH1N7CAWz5Pm6tdgpBEP5SXCHdWy1wZ4Z8W7Cz5zFQEg8VWc674AUUpFpAwKjrJxyR93pfWAryg1NvSkjdTa6aEz9CHXBzQao9YraFqXHvo4axkiJQ3vYk9jGokStRH7ijvkAPQQK4C19st9fkNNQ1RXv3HW4vkvJG38TuS87sEsozbYQUagQoDpCk8USphRK33CNF7T4gP82F8YSudPurMCd6aZYsUV3Z5bxQETV4aU4XVDsLv9hvRy1kenBH3qRNNiYaVQ4wFCfz5qcWqc2X8QBFnRdNs77r4sBB4UFfa
 ,0.005,0.00732,5PusP3jWfCnbxDCFfmLLZ7QHfW7rmDhvcSyTa5YChrWLNSE4NUA1ARjqtARGd
 ,0.005,0.00732,7UAxBYJispjYGHSSGxtWqRYWEnW3xpTbsAm8Hf8ivXcLTtagQanCzMZvjDTiRCMsuwWWCcVTbiKq5PoAbSNc4wdMJ92FwuwaDhdBreqb8dQ32hNZnoAcv4NJ1VVHyxEJ76GCuL8A3BP17WGXo9yRdC2UBzdzhtzrjg9HXKxfY874WMKaAxvCUaWK6B31K1fbPVY3pdcef1PR19mqt8LEEVQRMtXNqWqDWcVd81Kv9VmdRQrvciw7eeWF
 ,0.005,0.00732,85dN9v2oUAeLfYV3FcCoafFNeFF9nbAK3h9qwcRkKRGYqMMVgKZcnvU2VtYVJqN65uxRa6Z2KXmycvCEXLgoY3EjVDPp3vgTgQzfTHSTFozyR62tQxiK8y4yqjCJzyivEMW8SifL8CnS899AU8ZN6wqC5UschweoGH8zHjvc3o62f6JFKQP6WhnLZGpdSR9EbMhxQ79zsj1PVejmwYooyNtseUHuA45EGn76bTHmKz6JoKLQnCQMdGxqqJg28yP1CbQKuME
 ,0.005,0.00732,85dV36ab6JZEUEwGY9Rshc2itur9acczCzffVtJqee3awXsciKTra68B5RTyAcsxftdhUT6rSLRETB8K3XfnaPBRAucTuuw66EwyamSnGJPZxRwqayc8H9rKMsCBTrve9n24dJMa6HCNHETubvXT4Z4NoL1N9xpRnA5LY2YpCPBV2qN6K17xpbP7SMzKATofu4aw7W7rZt9Ry5TKnfo5BJNZBXmTy2kLzTmZmy4VmiAWk9z2w2pFhzqNKiHDjs87mGuiqTn
 ,0.005,0.00732,8hCNQBzCcTef2w9Rn6hiuyCdVAGmVs2xkhBygXDAPHpqcuRtKSDfKqVuPvwyktnMoJM3Po82wCmnmXHLLmmYN3sv8jMTyEWCuNAG7i1VVLskVVnDH2dWPpQZR7CsoPuXwz2iKWFCidvj7B4rXWdYY1X54ijYQhr2HrKCkNhMWHnEaadbHn3NmG7goCTx6JtzowcBZvJKDbMuZ8WLBivcxZHwfz5c3tuZ2a7HDZQ2f8mN2aTkjFX2ZFeD65GsQgiCMRPBgaUomx6BQpDKUiuZoEU36nYUThtJLebWVjta7YvsC6KaMJo1xMxoXKXS5PLThT49UWzrU55M6ekxAmDZpswBuznTuBSQJNptQpnvbNQDrGDadUTGJmwWigNLPHaojvLKoTwC9WvTycEPeKfcUMyP5vAkWyaKkBFL4j2DoqNrhDfpSV4LCPnBLJ2yVV8t5JmjuKeFpYkXW
 ,0.005,0.00732,8kTonuPCfbPQaNKF3HdV7p215sT3tpqpdL8WQdg4d3sh1eEigvQoyh5ZAAYovRxgAtpV4mCwDv5PNGdkLFhkwshK9s7LigX4jJZdreCmY1YApuXgKhM8aTACTBLzmNb5iWLKfwi7vcfAwcPANFtXciC2E5uZuXAfMxtuhhWFJcguSFcPRGBsDGkg1T4tfrLgLN1M7G1kTq6Gp1gwXuBbPH5SaxrnZADmmCo7Jn4rkwkfCESH3PAMSUbpbWmPrtCDo62QWPuocCAzujLnEhDp3r
 ,0.005,0.00732,8ojC9GUzmwJHCskuWwudeTKDynrqMn7DPs69MFVHGnRPLfagoodjfjEXQoF28Q3pKADgkktxekCpjCZompaV1kHxNnCKrRU
 ,0.005,0.00732,AfH6a9vfkXjfgn7ZcFq5XB54BZD7oGa6uLw8uGD6j8ouozgypSNonpqv64g5zxMZhs8dH
 ,0.005,0.00732,AHQdCz5riuruKo3sYB24PfzNYwcNcMegRDUgxzoMV3C9VvLuLszTrnZt2NTh1iQ8AFAy53L1QCVsksM7FgkU6jdqQL4t2RzzsZWFcL6kqcYR8Vh1iFyUDenZ98WqdQ9kSXVjnug3vbcydfhujaZqveQt9tqJtShue4Vbdt7rLJvM19vJjxeW92T9cdGxg2wQGV9htTNMsmuivE2ULs2N1aSy1qewmxP7u3TaiZ2DQSgGcKGWcYr7rThMW6hBupgcEhkwHJUybG6i66PDtAzCAWBUE9FWyREMYkpezAZNebACV3vDpwfr
 ,0.005,0.00732,AHQnEP3FjtqZcYHTSnr5thDebfdYugNuwqH6ZogXSt4cnnExoUWoxtiHWHThdWhJBqjxomAgPvddPDMc6EnuqQb8UKhAi3Wy4bhfJSm7BfdT87GwsZQA4CVinjy9HmfaSdx9utBu8JM3aRv77XX1s96hzU3HB6Q2bRtE1NebUfaMay4Esn8H1aAktyPxKJU1yNv4HaC6Z81k7NqjpPzC4GpfMLuHj6Pt3oD4Pnh8CfA7MYSRMdDS8uF5F4vVaqd1M1mRMUeNwdr6Cj8hjmt4B9GLdXhGuXuQhk1nhXchjqtJtsso8HvH
 ,0.005,0.00732,axU2VUCr9uVWCQoPGNrUBCkcbenpYsdDAwBEN46vmBekw487nYu8jBGnqjLudF4STBKAR9XQDGhL1APbAw9cHpJGAfpq1KwgbAD15rviD2sx8zCYkoZoLW3qxA97fdsXPHEBj5dmYBbHA8Uiu1zXnYUdsbq62wkiuZcZgZSs4mFshLUhGEWcT3L2YURP5DQGf9CJr81ykYG7euz83gcVm6apAcETjmG5Dp1NxLLSNivj3FDVqQeWDAnkBd4Pgb2vaeNSgMEbALtN8j5FNEK8JxvFnReFFRprdSjonjUvZMCAHGCjQ2KQaYqXe6PTPsxhyTEWPwANELgm6Hi5ntpmiqvSNFKAEkWKLVoBvCTJswRHyHfsKtMgY1zSy6BXrB94xw3mE2CsQApiAZMaZohcmpRjVziLFqsqi47L9i6sBWa1VFoRfd71KPzyRmrTVjT5Z6Dh74K7pPLZBd
 ,0.005,0.00732,BAJTURFtXG1kk7i5qW4JcYntLvYK2GSuRyWfSz3ZDHUf1vPGoVi3hp4fRWe5uh9RkqvYpgHEBKhb4Gv6wtRT9h4bZHVUg3fDkbyjAFNG6nrHEgky2T9ByhfAQo5mWF7m1iuGSVo258DaCSuqzMPkKPZMkYST2ekxgkbttzMzJ5aNiqkEsJmVs3yvPZGjX8Q5YNwzH7wQBpVN7uGo2qR54c29kZ3gepSMoa9EHNdMudVbSGYJZAbfvmVKT8sQtDqjysGJD2jdZ6yXf2a8Gs6rokwEr5g268MTFBbTVnWPGMSdbCASC9Fk9JkPQnBjmfEnoM8
 ,0.005,0.00732,BVnBs6GdYAM3PLYvc3FUqbYEDrqfWJnKGck3hULVLVRenWUpkUuAzcgUWnCtT1op6tAjQ9wZCMfMzPXW8fWW1RzmKkPpSd3VftQ2S2k3PWt4ehJKvBDfQE5hdAufHVeR19kk4A6CQP2K3HE4Ghab8dcSxcPGT94qkyWCMfzMgkDmLKUdZXmiAzsgPYJgYZDEMQywXruagvWXv2pnunPNVmfc97tY29gaRmzKmW9yBYVY74UjvWip4GPj9Q2EbPhV2tQuW1er7xb
 ,0.005,0.00732,E5utdXMbV1gyV1aA3hoifKouzM9G9FrrEjairJXM6cbTsAWzyn3DcU643E
 ,0.005,0.00732,eAYh5twfdMH5A5SiCktbCtY8W8tTqEmZXJseNiASv5uzBFDUQ5iW9Q7w8bSKdYib1AhB6Vk5UWYF2hmTQjCQRvFGoqumamhR9epYLwTmB8Apo5HGtuCiVqooL71AxYSdBXxxQGFCdeTkcXgnPPBbQN4png3CEi33ax3Qacvm8LeoUtQyQXEobLguzyrPUFr2iMmK8smrJyRwLTLZdHP4NH3X9JxfuLKU5XKgCg5vPXcq4CC6QabQ5myAThCmP53RMn1Y3rttB1rBWnAJpwo85oMXqxtnoWW5HEFaJPB4MdQtAxtQHdqgrdkMsgMXVL9gHP5vviGtme3NvfrtcTpvxUPT9PH9fREbwnph7BbcEga97mgo1TyApvNm72zX8zwauzGi3hymhVPf5evds9K3yXvdfmgeVyEEhhVAK5bpgqiLwLEsxs1GstvpEhdkyxTNPcmbL7f5L3QAMuSQh4wrFEhjtNxq8
 ,0.005,0.00732,EusGW2VmQuMwdPrThwnxbD8axkBxqstH7dYGEqTuWxHe45P1mDrxvvyDu6iuif4EC8dAJZ5Hp3PohsQAc5qDMvfrFg9HbZhpm4W6JrSdUd3YHwkHccvjKY154AsLuKMEGb2g67G7YahajU1TZ1GZP1J5aRbFmCG5vt8oT7fScp7CxcpX2mAeVpNzUnuizxMxn7Lt25EQ9zs2V53MDHmFv87kikWj3pBpeuWx8kFx2NMw66TTRUseTbAAduKVp4q1vEdyZxWTZ7tK3ADs4rJ1QJo8uHWyDwhPGtric5tC8NNKjiRfGPoPWWFQo1XTqcCEg7joT8bASnR6XXHMeVSRseFXN1Cqrzj4fEqinNZCFqQjqerj1kU2kYo8AfhizdNYoCUXpzySbnoj877cSw16PSJg79eYqTyE7CrB9ucXnGWgNNboA6aL6Zr6DDuRvyvbkDax8EB7FTUzfJimnEYs4eCWkNiNczVha6orTcF4KW1idzMyn1LbyUqfF51q6jRV8hKeXUB4okTAdaPL6HvzwbW3qrZ8NefkhH4DdcSrdVMmAeGgEhrcTVcd9jaFbvcPXK6pya5QtFBdXVS3XA87saJfM591EaVjP6m7EwTFo8FJZs3hBeH8bbpJz5CVz8kqVYjWprj5s6jZyy2vXNa8HpJo74sYc41NNkLk1x7WhnUPSJnKLgc2UGDziLqMAQGFrmDQF1BZaSjcuXePyr4dtaYDdquz7pH76Dm3ycK8jKdeBbwuyGH9TdjggeHhjQPvKVTxJKnPMigz4YLe6DpwDMmZU2XEXFXn5bCSM
 ,0.005,0.00732,FKdgxDboNcMA5RddaB1gyaKx4i8zN7Y46CDySm6R3sreyypb4wCCQpM6wNPRdMnqdGeQAaPxg
 ,0.005,0.00732,Gg989RhJcYMXtze4PEqhbC9DfTvAtFkW6wZJ5RVdMQH3UJ34yVjSwYaLmCcqC4Fc72RTGuLPsX8hdqs8J8TiRjhP
 ,0.005,0.00732,jKy4XCS5GFTdVi4tufDajimxhtbDs1oxJgPxa5yKgb8eSuKxLbPqtiwMN2DepCpuVDHRFbcM5Gmp3uJjWyn7j6EBFDM81bkucuVdEtwqePhXue4iKtASaEh9ZcwVcWtxRa4tb8qSK4W7nVfBHjFVfoBeSZT5f9UDX9jDDbQcdGLomu2JgbM3gsmo5GAPn3CwRCendW7HnyJE46L4b8vJr3Kt2yFFq2casFRH672NvoquztDVysCXTRKY6hFyG
 ,0.005,0.00732,jL2aaqw6XU61SZznxeykLpREPzSmZv8bwbjEsJD6DMfXQLgBc12wMmPpVD81JnLxfxkT6s5nvYgbB62vkH8ChHeuVKtCPDMLTZ3gFMTa11YXXGBKvkezBENzpDBh8HsLHhnTTbMzv2sViDQpSWVNEF6G3Z9Fn2Ce6TNc5iHFZr7jGCBLtfRLKMb9RRUc9voWz9yEWpgADEkoQnDyMn5wc6xLoJsSYLfXHo2t8pyvwXfn2NotR3xFRDHU7wHXe
